overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
5.0,True,"11 15, 2011",A8NHN9UPML858,B005C7R8I8,Video Game History,"Because of the Earthquake, all of the planned DLC turned into this fine game you have before you!

STRIDER: I can say that his inclusion in MVC 3 Ultimate was an instant purchase for me. Most people would agree. If you love Capcom, chances
are that you are a fan of Strider. Bug Capcom for Strider 3 to go into production.

Technically speaking, this game is a marvel (no pun intended). As for production quality and value, it's top notch. It's obvious great care was taken to preserve the
fan base. Little touches are sprinkled throughout to enforce your status as a lifetime Capcom and Marvel fan. From top to bottom, this is an amazing effort that will knock your socks off.

5 stars for the game. 5 stars for Marvel, the company. 5 stars for Capcom, the game makers. 5 stars for the inclusion of Strider.

Don't be upset that the DLC turned into this. If you think it through, it was really the only logical choice. ULT MVC3 is really a love letter to you from Capcom.

So, show your support!",MVC 3 Delivers! And to the question we all have: Strider is back!,1321315200,8,{'Format:': ' Video Game'},
5.0,False,"08 22, 2013",A1G0VFQ9198IUF,B0007UDYTW,al,this is just like champions return to arms.  i do not know if it is in the series or not but lots of fun.  customize your person.  and choose 1 character from what is it 5 different groups.,little bit of fun,1377129600,,,
5.0,True,"01 21, 2016",A1E08S7ZYZ3TYI,B006P5RWCS,Javier Martnez,amazing product and faster shipping!!!,thank you!!!,1453334400,,{'Format:': ' Video Game'},
5.0,True,"12 27, 2010",A2B3KTIA041479,B0016QCCG2,Cloudchaser808,"A lot more content than the first one and it's still fun. If you like the first one, get this one and it has online play.",Awesome golf game for the PSP!,1293408000,,,
5.0,True,"08 30, 2015",AQSLV4EY4YL9R,B00RUMLPTG,eric lujano,Very Nice,Five Stars,1440892800,,,
5.0,True,"02 18, 2015",A27BBXXBD83XJV,B006R12DW4,Geraldine Durant,AAA,Five Stars,1424217600,,,
5.0,True,"11 18, 2009",AFQ58D6TRFI3X,B001383L36,Eddie,"I can't say much that has not been said already -- this is a must-have for Metal Gear fans, period. Read other reviews to understand carefully that Metal Gear Solid 1 is a PS (PlayStation, One) disc. The others are PS2 discs.","The definitive, must-have Metal Gear collection",1258502400,,,
5.0,True,"07 26, 2013",A2RLQKE9NHSSZB,B00005J536,Ghost,"Great game. Bought this as a gift for a gamer. PS 2 games are still great to play, enjoy them allot. Have a library of games and every time I see one fairly cheap and one I have not played or my gaming friends have not played or talked about I try and get them for those rainy days.",Twisted metal,1374796800,,,
5.0,True,"01 7, 2012",ACEB83MWVDWLB,B004XV6ST4,William B Partridge,"The device works well, if anything it feels a bit cheaply constructed, but it's lightweight plastic, so I guess that's understandable.

It doesn't really clip on though, clip to me implies some kind of tension or grip or something, maybe a spring?  This doesn't really do that, it's more just resting on top of your TV.  What it does do is allow for a level and more stable place to place your Kinect as opposed to trying to rest it on your actual TV.

All in all, I'm pleased.  I expected something a little different given the name, but it works well.",simple and to the point,1325894400,,,
5.0,True,"03 30, 2015",A3J95TL08YIZG,B00NY5YXAG,Lisa Wiley-Nickel,A great deal and good product.,Great Deal,1427673600,,{'Color:': ' Green'},
5.0,True,"01 23, 2015",A2K44RG2YR5RJD,B0094X227I,Justin,"Works great, still kinda pricey but the knock-offs do not work the same.",Five Stars,1421971200,,{'Color:': ' White'},
5.0,False,"10 25, 2013",A3PHW1UYLKIMH1,B00178630A,BrotherKehn,"If you liked Diablo II and the expansion it came with, then you will love this game. WHat ever you did love in Diablo II, you will love it more on Diablo III. New expansions are on the way and are rumored and leaked. This game is great but in the end, its just click,click,click,click and hack and slash all day.",Repetitive Hack and Slash,1382659200,3,{'Format:': ' Computer Game'},
5.0,True,"01 5, 2013",A1O58ZG4MWILBH,B005EHQHSS,DJ,My husband and I bought this for our 9-year-old daughter for Christmas.  She loves it.  She can take pictures and there are plenty of different activities to keep her creatively occupied for as long as I will allow.,Great for my 9-yr-old daughter,1357344000,,,
5.0,False,"05 21, 2007",A260NUR5PNVR2I,B0009VXBAQ,J. Fitzgerald,"does it really need a review? if you have any hand eye coordination at all this console is a great buy. It's new, different, and has a ton of games that suit its motion sensor really well. The concept of being able to swing a bat or your fist and have the game know this is wonderful!",The Wii,1179705600,4,{'Color:': ' White'},
5.0,False,"01 31, 2004",A9O2G5PYP17V2,B00005V9Q1,Peter Garff,"I have to admit that I've killed many orcs over the years and never felt an ounce of remorse about it--and who could blame me? They smell bad, they drool, have terrible dental hygiene, steal the jobs of hard-working dwarves and gnomes, and of course...they eat people. Or so I was told. (*Mild Spoiler*) You can imagine what a shock it was to learn in Warcraft III that not only are the orcs not enemies; they are allies you need to save humanity's collective bacon. So as you play the game, you'll need to drive that Lord of the Rings propaganda out of your mind and find peace with your inner orc.
Warcraft III is a terrific real-time strategy game that goes farther in blurring elements of role-playing and strategy than any game that's come before it. The inclusion of heroes as role-playing characters is terrific and provides extra incentive to explore the entire map because you never know what items or quests are hidden in remote corners. It just makes you feel all warm and fuzzy inside when you find those hidden magic boots or that ring of protection. Warcraft III also marks the best story to date for a Real-Time Strategy game. In the third campaign of the single-player, I tell you that I was an orc...for about an hour. It's also worth mentioning that he tale cleverly unfolds in a way to allow you to play each of the factions (Human, Undead, Orc, and Night Elf) in a compelling progression.
Anyone who has played RTS games before will be familiar with the interface and gameplay of Warcraft III. All of the usual unit types are there--it's just that in Warcraft III they seem more polished than in other games. Whether it's the endearing signature responses when you click on them or the way the units intelligently form up, move, path find, and attack, every aspect of every unit has obviously been thoroughly tested and balanced. Not once when I gave an order did a unit wander off from the pack to explore some random corner of the screen and cause me mouse-crushing, game-cursing rage (see how well I found my inner orc?). It may not sound like much, but those of you who have played many real-time strategy games know that this is not a given. When I ordered a unit to march to a certain place and kill, they did just that.
I realize that the game is over a year old now, but it's worth noting how technically sound this game is. I did not have a hiccup in this game. Not once in my single-player campaign did the game crash to desktop, freeze, stutter, spit or delay. The load times were very reasonable and there were also no graphical problems changing resolution or color depth. The graphics themselves are probably the weakest element of the game; all of the units certainly look very blocky and dated. But of course, for a real-time strategy game, who really gives a crap? You don't need state of the art graphics for an RTS. I certainly didn't find that it affected my experience.
I only played the multiplayer a couple of times and I got stomped like the kid in my elementary school who used to wear cardigans that looked like they'd been swiped from Mr. Rogers' closet. It was that bad. This game has been out long enough that even if you seek out a so-called newbie game, you're dealing with people who obviously eat, slept and breathe Warcraft. But there was no problem finding a game and I didn't have any problems with lag or people bailing out of games. It just so happens that I stink.
On the whole, this is a beast of a game: fun to play, compelling, balanced and technically sound...and I think it's time we thought about an orc for president.","Orcs are friends, not goons",1075507200,15,,
5.0,True,"12 7, 2013",A17EITPPNNP37E,B0012NAPNQ,Mimi,My kids love to play this game. I'm very Happy with this game! It was a Christmas gift ! Happy Children !,Very Happy !,1386374400,,{'Platform:': ' PlayStation 3'},
5.0,True,"09 27, 2015",A11BKPF4ZZSD3,B005EZ5GZK,Edward J.,Thoroughly enjoy this game.,High flying blast,1443312000,,{'Platform:': ' Xbox 360'},
5.0,True,"07 13, 2017",A2UJ2563S2G9RJ,B00MV7KVP4,Danny Graham,"Great game. But be warned this is a STORY driven game. There are time where you have a weapon or have to chase/escape the villains, but for the most part this game is about the story, the choices you make, and the consequences of that decision.",Great game. But be warned this is a STORY ...,1499904000,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 4'}",
